accession_lassa,name_nuc_seq,host,year,location,country,region,lon,lat
KP339058.1,302,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339059.1,350,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339060.1,353,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339061.1,354,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339062.1,356,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339063.1,366,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339064.1,375,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339065.1,377,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339066.1,378,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339067.1,382,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339068.1,384,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339069.1,390,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339070.1,396,Mastomys natalensis,2003,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339071.1,416,Mastomys natalensis,2003,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339072.1,417,Mastomys natalensis,2003,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339073.1,425,Mastomys natalensis,2003,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339074.1,431,Mastomys natalensis,2003,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339075.1,444,Mastomys natalensis,2003,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339076.1,462,Mastomys natalensis,2003,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339077.1,464,Mastomys natalensis,2003,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339078.1,471,Mastomys natalensis,2003,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339079.1,491,Mastomys natalensis,2003,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339080.1,497,Mastomys natalensis,2003,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339081.1,686,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339082.1,717,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339083.1,813,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339084.1,817,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339085.1,820,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339086.1,846,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339087.1,903,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339088.1,909,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339089.1,936,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339090.1,939,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339091.1,959,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339092.1,966,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339093.1,987,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339094.1,991,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339095.1,1007,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339096.1,1008,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339097.1,1010,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339098.1,1011,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339099.1,1033,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339100.1,1034,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339101.1,1066,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339102.1,1074,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339103.1,1198,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339104.1,1207,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339105.1,1210,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339106.1,1240,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339107.1,1241,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339108.1,1242,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339109.1,1259,Mastomys natalensis,2004,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339110.1,1276,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339111.1,1310,Mastomys natalensis,2004,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339112.1,1484,Mastomys natalensis,2005,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339113.1,1520,Mastomys natalensis,2005,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339114.1,1549,Mastomys natalensis,2005,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339115.1,1586,Mastomys natalensis,2005,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339116.1,1591,Mastomys natalensis,2005,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339117.1,1605,Mastomys natalensis,2005,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339118.1,1606,Mastomys natalensis,2005,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339119.1,1645,Mastomys natalensis,2005,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339120.1,1747,Mastomys natalensis,2011,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339121.1,1755,Mastomys natalensis,2011,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339122.1,1770,Mastomys natalensis,2011,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339123.1,1786,Mastomys natalensis,2011,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339124.1,1824,Mastomys natalensis,2011,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339125.1,1826,Mastomys natalensis,2011,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339126.1,1840,Mastomys natalensis,2011,"Bantou, Guinea",Guinea,Bantou,-10.58785,10.05058
KP339127.1,1858,Mastomys natalensis,2011,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339128.1,1873,Mastomys natalensis,2011,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339129.1,1878,Mastomys natalensis,2011,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339130.1,1892,Mastomys natalensis,2011,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339131.1,1918,Mastomys natalensis,2011,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339132.1,1925,Mastomys natalensis,2011,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP339133.1,1946,Mastomys natalensis,2011,"Tanganya, Guinea",Guinea,Tanganya,NA,NA
KP640562.1,Eguare-Egoro 88,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
KP640563.1,Eguare-Egoro 97,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
KP640564.1,Eguare-Egoro 106,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
KP640565.1,Eguare-Egoro 109,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
KP640566.1,Eguare-Egoro 240,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
KP640567.1,Eguare-Egoro 271,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
KP640568.1,Ekpoma 447,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP640569.1,Ekpoma 508,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP640570.1,Ekpoma 512,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP640571.1,Ekpoma 518,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP640572.1,Ekpoma 521,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP640573.1,Ekpoma 539,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP640574.1,Ekpoma 549,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP640575.1,Ekpoma 555,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP640576.1,Ekpoma 601,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP688321.1,Eguare-Egoro 88,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
KP688322.1,Eguare-Egoro 97,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
KP688323.1,Eguare-Egoro 106,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
KP688324.1,Eguare-Egoro 109,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
KP688325.1,Eguare-Egoro 240,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
KP688326.1,Eguare-Egoro 271,Mastomys natalensis,2011,"Eguare-Egoro, Nigeria",Nigeria,Eguare-Egoro,6.0775174,6.774726299999999
KP688327.1,Ekpoma 447,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP688328.1,Ekpoma 508,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP688329.1,Ekpoma 512,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP688330.1,Ekpoma 518,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP688331.1,Ekpoma 521,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP688332.1,Ekpoma 539,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP688333.1,Ekpoma 549,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP688334.1,Ekpoma 555,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KP688335.1,Ekpoma 601,Mastomys natalensis,2012,"Ekpoma, Nigeria",Nigeria,Ekpoma,6.142094699999999,6.7429546
KT833175.1,Sok07,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833176.1,Sok10,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833177.1,Sok18,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833178.1,Sok21,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833179.1,Sok22,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833180.1,Sok32,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833181.1,Sok34,Mastomys natalensis,2013,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833182.1,Dam03,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
KT833183.1,Dam05,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
KT833184.1,Dam15,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
KT833185.1,Dam20,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
KT833186.1,Dam38,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
KT833187.1,Dam49,Mastomys natalensis,2013,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
KT833188.1,Yar14,Mastomys natalensis,2013,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
KT833189.1,Yar20,Mastomys natalensis,2013,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
KT833190.1,Yar24,Mastomys natalensis,2013,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
KT833191.1,Yar36,Mastomys natalensis,2013,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
KT833192.1,Yar46,Mastomys natalensis,2013,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
KT833193.1,Kho10,Mastomys natalensis,2013,"Khoria, Guinea",Guinea,Khoria,NA,NA
KT833194.1,Kho29,Mastomys natalensis,2013,"Khoria, Guinea",Guinea,Khoria,NA,NA
KT833195.1,Kho30,Mastomys natalensis,2013,"Khoria, Guinea",Guinea,Khoria,NA,NA
KT833196.1,Dal02,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
KT833197.1,Dal04,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
KT833198.1,Dal11,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
KT833199.1,Dal17,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
KT833200.1,Dal25,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
KT833201.1,Dal29,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
KT833202.1,Dal31,Mastomys natalensis,2013,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
KT833203.1,Saf01,Mastomys natalensis,2013,"Safrani, Guinea",Guinea,Safrani,NA,NA
KT833204.1,Sil03,Mastomys natalensis,2013,"Silimi, Guinea",Guinea,Silimi,NA,NA
KT833205.1,Bri08,Mastomys natalensis,2013,"Brissa, Guinea",Guinea,Brissa,NA,NA
KT833206.1,Bri39,Mastomys natalensis,2013,"Brissa, Guinea",Guinea,Brissa,NA,NA
KT833207.1,Dam71,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
KT833208.1,Dam72,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
KT833209.1,Dam90,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
KT833210.1,Dam95,Mastomys natalensis,2014,"Damania, Guinea",Guinea,Damania,-10.86002,9.804525
KT833211.1,Sok40,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833212.1,Sok44,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833213.1,Sok51,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833214.1,Sok61,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833215.1,Sok62,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833216.1,Sok75,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833217.1,Sok76,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833218.1,Sok77,Mastomys natalensis,2014,"Sokourala, Guinea",Guinea,Sokourala,-8.072930999999999,9.207455999999999
KT833219.1,Son85,Mastomys natalensis,2014,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
KT833220.1,Son109,Mastomys natalensis,2014,"Sonkonia, Guinea",Guinea,Sonkonia,-10.79231,9.904836
KT833221.1,Yar51,Mastomys natalensis,2014,"Yarawalia, Guinea",Guinea,Yarawalia,-10.733333,9.95
KT833222.1,Dal53,Mastomys natalensis,2014,"Dalafilani, Guinea",Guinea,Dalafilani,-10.611,10.1456
KT992416.1,Mad39,Mastomys erythroleucus,2014,Guinea,Guinea,NA,-9.696645,9.945587
KT992417.1,Mad41,Mastomys erythroleucus,2014,Guinea,Guinea,NA,-9.696645,9.945587
KT992418.1,Mad62,Mastomys erythroleucus,2014,Guinea,Guinea,NA,-9.696645,9.945587
KT992419.1,Mad63,Mastomys erythroleucus,2014,Guinea,Guinea,NA,-9.696645,9.945587
KT992420.1,Mad69,Mastomys erythroleucus,2014,Guinea,Guinea,NA,-9.696645,9.945587
KT992421.1,Mad83,Mastomys erythroleucus,2014,Guinea,Guinea,NA,-9.696645,9.945587
KT992422.1,ONM-299,Mastomys erythroleucus,2011,Nigeria,Nigeria,NA,8.675277,9.081999
KT992423.1,ONM-314,Mastomys erythroleucus,2011,Nigeria,Nigeria,NA,8.675277,9.081999
KT992424.1,ONM-700,Mastomys erythroleucus,2012,Nigeria,Nigeria,NA,8.675277,9.081999
KT992425.1,KAK-428,Hylomyscus pamfi,2012,Nigeria,Nigeria,NA,8.675277,9.081999
KT992426.1,Mad39,Mastomys erythroleucus,2014,Guinea,Guinea,NA,-9.696645,9.945587
KT992427.1,Mad41,Mastomys erythroleucus,2014,Guinea,Guinea,NA,-9.696645,9.945587
KT992428.1,Mad62,Mastomys erythroleucus,2014,Guinea,Guinea,NA,-9.696645,9.945587
KT992429.1,Mad63,Mastomys erythroleucus,2014,Guinea,Guinea,NA,-9.696645,9.945587
KT992430.1,Mad69,Mastomys erythroleucus,2014,Guinea,Guinea,NA,-9.696645,9.945587
KT992431.1,Mad83,Mastomys erythroleucus,2014,Guinea,Guinea,NA,-9.696645,9.945587
KT992432.1,ONM-299,Mastomys erythroleucus,2011,Nigeria,Nigeria,NA,8.675277,9.081999
KT992433.1,ONM-314,Mastomys erythroleucus,2011,Nigeria,Nigeria,NA,8.675277,9.081999
KT992434.1,ONM-700,Mastomys erythroleucus,2012,Nigeria,Nigeria,NA,8.675277,9.081999
KT992435.1,KAK-428,Hylomyscus pamfi,2012,Nigeria,Nigeria,NA,8.675277,9.081999
KT992436.1,OSPMH86,Hylomyscus pamfi,2008,Nigeria,Nigeria,NA,8.675277,9.081999
KT992437.1,OSPMH89,Hylomyscus pamfi,2008,Nigeria,Nigeria,NA,8.675277,9.081999
KT992438.1,OSPMH123,Hylomyscus pamfi,2009,Nigeria,Nigeria,NA,8.675277,9.081999
KT992439.1,OSPMH124,Hylomyscus pamfi,2009,Nigeria,Nigeria,NA,8.675277,9.081999
KT992440.1,OSPMH86,Hylomyscus pamfi,2008,Nigeria,Nigeria,NA,8.675277,9.081999
KT992441.1,OSPMH89,Hylomyscus pamfi,2008,Nigeria,Nigeria,NA,8.675277,9.081999
KT992442.1,OSPMH123,Hylomyscus pamfi,2009,Nigeria,Nigeria,NA,8.675277,9.081999
KT992443.1,OSPMH124,Hylomyscus pamfi,2009,Nigeria,Nigeria,NA,8.675277,9.081999
KU961971.1,Lassa mammarenavirus,Homo sapiens,2016,Togo,Togo,NA,1.217,6.133
KU961972.2,Lassa mammarenavirus,Homo sapiens,2016,Togo,Togo,NA,1.217,6.133
KU978807.1,Lassa mammarenavirus,Homo sapiens,NA,"Faranah, Guinea",Guinea,Faranah,-10.8000051,10.2587018
KU978808.1,Lassa mammarenavirus,Homo sapiens,NA,"Faranah, Guinea",Guinea,Faranah,-10.8000051,10.2587018
KU978809.1,Lassa mammarenavirus,Homo sapiens,1981,Guinea,Guinea,NA,-9.696645,9.945587
KU978810.1,Lassa mammarenavirus,Homo sapiens,1981,Guinea,Guinea,NA,-9.696645,9.945587
KU978811.1,Lassa mammarenavirus,Homo sapiens,1989,"Osun, Nigeria",Nigeria,Osun,4.5199593,7.562896399999999
KU978812.1,Lassa mammarenavirus,Homo sapiens,1989,"Osun, Nigeria",Nigeria,Osun,4.5199593,7.562896399999999
KY425626.1,Lassa mammarenavirus,Homo sapiens,NA,"Macenta, Guinea",Guinea,Macenta,-9.4728244,8.538294
KY425628.1,Lassa mammarenavirus,Homo sapiens,NA,"Macenta, Guinea",Guinea,Macenta,-9.4728244,8.538294
KY425632.1,Lassa mammarenavirus,Homo sapiens,1976,"Sebgwema, Sierra Leone",Sierra Leone,Sebgwema,-10.9524441,7.9929954
KY425634.1,Lassa mammarenavirus,Homo sapiens,1976,"Sebgwema, Sierra Leone",Sierra Leone,Sebgwema,-10.9524441,7.9929954
KY425635.1,Lassa mammarenavirus,Homo sapiens,NA,"Macenta, Guinea",Guinea,Macenta,-9.4728244,8.538294
KY425638.1,Lassa mammarenavirus,Homo sapiens,1976,"Sebgwema, Sierra Leone",Sierra Leone,Sebgwema,-10.9524441,7.9929954
KY425640.1,Lassa mammarenavirus,Homo sapiens,1976,"Sebgwema, Sierra Leone",Sierra Leone,Sebgwema,-10.9524441,7.9929954
KY425641.1,Lassa mammarenavirus,Homo sapiens,1976,"Sebgwema, Sierra Leone",Sierra Leone,Sebgwema,-10.9524441,7.9929954
KY425642.1,Lassa mammarenavirus,Homo sapiens,NA,"Macenta, Guinea",Guinea,Macenta,-9.4728244,8.538294
KY425643.1,Lassa mammarenavirus,Homo sapiens,1976,"Sebgwema, Sierra Leone",Sierra Leone,Sebgwema,-10.9524441,7.9929954
KY425650.1,Lassa mammarenavirus,Homo sapiens,1976,"Sebgwema, Sierra Leone",Sierra Leone,Sebgwema,-10.9524441,7.9929954
KY425651.1,Lassa mammarenavirus,Homo sapiens,1976,"Sebgwema, Sierra Leone",Sierra Leone,Sebgwema,-10.9524441,7.9929954
LC387468.1,Lassa mammarenavirus,Homo sapiens,2012,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387469.1,Lassa mammarenavirus,Homo sapiens,2012,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387470.1,Lassa mammarenavirus,Homo sapiens,2013,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387471.1,Lassa mammarenavirus,Homo sapiens,2013,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387472.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387473.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387474.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387475.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387476.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387477.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387478.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387479.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387480.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387481.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387482.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387483.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387484.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387485.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387486.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387487.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387488.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC387489.1,Lassa mammarenavirus,Homo sapiens,2016,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC388575.1,Lassa mammarenavirus,Homo sapiens,2012,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC388576.1,Lassa mammarenavirus,Homo sapiens,2012,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC388577.1,Lassa mammarenavirus,Homo sapiens,2012,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC388578.1,Lassa mammarenavirus,Homo sapiens,2013,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC388579.1,Lassa mammarenavirus,Homo sapiens,2013,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC388580.1,Lassa mammarenavirus,Homo sapiens,2014,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
LC388581.1,Lassa mammarenavirus,Homo sapiens,2013,"Ebonyi State, Nigeria",Nigeria,Ebonyi State,8.0137302,6.2649232
